lemma,manual_lemma,unique_candidates,pos,lemma_freq,base_freq,true_lemma,true_base
Metrik,,metrisch,ADJ.,567,726,1,1.0
Hermeneutik,,hermeneutisch,ADJ.,618,449,1,1.0
Organik,,organisch,ADJ.,48,7791,1,1.0
Eugenik,,eugenisch,ADJ.,252,151,1,1.0
Apologetik,,apologetisch,ADJ.,88,150,1,1.0
Energetik,,energetisch,ADJ.,85,6251,1,1.0
Pädagogik,,pädagogisch,ADJ.,4487,14613,1,1.0
Demagogik,,demagogisch,ADJ.,4,259,1,1.0
Gotik,,gotisch,ADJ.,578,2280,1,1.0
Metamechanik,,metamechanisch,ADJ.,0,0,0,
Prothetik,,prothetisch,ADJ.,153,0,0,
Ästhetik,,ästhetisch,ADJ.,4165,8081,1,1.0
Methodik,,methodisch,ADJ.,2287,5086,1,1.0
Alkoholik,,alkoholisch,ADJ.,166,1580,1,1.0
Katholik,,katholisch,ADJ.,4283,26927,1,1.0
Symphonik,,symphonisch,ADJ.,22,446,1,1.0
Metaphorik,,metaphorisch,ADJ.,192,818,1,1.0
Metaphysik,,metaphysisch,ADJ.,1377,1089,1,1.0
Physik,,physisch,ADJ.,12272,10464,1,1.0
Periodik,,periodisch,ADJ.,212,1778,1,1.0
Ionik,,ionisch,ADJ.,1,527,1,1.0
Biotik,,biotisch,ADJ.,13,138,1,1.0
Probiotik,,probiotisch,ADJ.,200,217,1,1.0
Semiotik,,semiotisch,ADJ.,206,201,1,1.0
Ekliptik,,ekliptisch,ADJ.,191,5,1,1.0
Judaistik,,judaistisch,ADJ.,90,24,1,1.0
Arabistik,,arabistisch,ADJ.,72,1,1,1.0
Logistik,,logistisch,ADJ.,5533,2286,1,1.0
Syllogistik,,syllogistisch,ADJ.,19,8,1,1.0
Sophistik,,sophistisch,ADJ.,49,84,1,1.0
Journalistik,,journalistisch,ADJ.,298,3874,1,1.0
Kameralistik,,kameralistisch,ADJ.,88,55,1,1.0
Realistik,,realistisch,ADJ.,28,16299,1,1.0
Anglistik,,anglistisch,ADJ.,590,60,1,1.0
Stilistik,,stilistisch,ADJ.,456,3333,1,1.0
Amerikanistik,,amerikanistisch,ADJ.,216,4,1,1.0
Germanistik,,germanistisch,ADJ.,2179,488,1,1.0
Iranistik,,iranistisch,ADJ.,32,0,0,
Romanistik,,romanistisch,ADJ.,383,35,1,1.0
Aquaristik,,aquaristisch,ADJ.,1306,123,1,1.0
Charakteristik,,charakteristisch,ADJ.,973,6066,1,1.0
Floristik,,floristisch,ADJ.,180,126,1,1.0
Belletristik,,belletristisch,ADJ.,779,161,1,1.0
Heuristik,,heuristisch,ADJ.,191,221,1,1.0
Touristik,,touristisch,ADJ.,1380,6338,1,1.0
Statistik,,statistisch,ADJ.,15502,12607,1,1.0
Artistik,,artistisch,ADJ.,289,397,1,1.0
Linguistik,,linguistisch,ADJ.,1174,1132,1,1.0
Kasuistik,,kasuistisch,ADJ.,98,32,1,1.0
Slawistik,,slawistisch,ADJ.,128,6,1,1.0
Essayistik,,essayistisch,ADJ.,52,177,1,1.0
Publizistik,,publizistisch,ADJ.,808,1125,1,1.0
Tragikomik,,tragikomisch,ADJ.,16,230,1,1.0
Komik,,komisch,ADJ.,1351,29205,1,1.0
Dielektrik,,dielektrisch,ADJ.,11,103,1,1.0
Elektrik,,elektrisch,ADJ.,1302,20508,1,1.0
Polemik,,polemisch,ADJ.,1884,1328,1,1.0
Athletik,,athletisch,ADJ.,258,784,1,1.0
Klinik,,klinisch,ADJ.,22951,10361,1,1.0
Politik,,politisch,ADJ.,72534,117880,1,1.0
Melodik,,melodisch,ADJ.,204,2065,1,1.0
Logik,,logisch,ADJ.,9898,18963,1,1.0
Unlogik,,unlogisch,ADJ.,121,2065,1,1.0
Biologik,,biologisch,ADJ.,100,15009,1,1.0
Photovoltaik,,photovoltaisch,ADJ.,2626,146,1,1.0
Lyrik,,lyrisch,ADJ.,3401,2812,1,1.0
Analytik,,analytisch,ADJ.,904,3699,1,1.0
Romanik,,romanisch,ADJ.,299,2116,1,1.0
Dramatik,,dramatisch,ADJ.,1471,13096,1,1.0
Mathematik,,mathematisch,ADJ.,11220,7792,1,1.0
Thematik,,thematisch,ADJ.,7910,6821,1,1.0
Emblematik,,emblematisch,ADJ.,24,58,1,1.0
Problematik,,problematisch,ADJ.,8906,10337,1,1.0
Telematik,,telematisch,ADJ.,323,43,1,1.0
Kinematik,,kinematisch,ADJ.,166,141,1,1.0
Systematik,,systematisch,ADJ.,1488,14050,1,1.0
Pragmatik,,pragmatisch,ADJ.,233,3078,1,1.0
Dogmatik,,dogmatisch,ADJ.,488,1347,1,1.0
Grammatik,,grammatisch,ADJ.,3747,1040,1,1.0
Programmatik,,programmatisch,ADJ.,458,1611,1,1.0
Diplomatik,,diplomatisch,ADJ.,40,3825,1,1.0
Psychosomatik,,psychosomatisch,ADJ.,609,1894,1,1.0
Automatik,,automatisch,ADJ.,2672,53148,1,1.0
Symptomatik,,symptomatisch,ADJ.,1074,1114,1,1.0
Informatik,,informatisch,ADJ.,8336,176,1,1.0
Numismatik,,numismatisch,ADJ.,176,143,1,1.0
Pneumatik,,pneumatisch,ADJ.,166,687,1,1.0
Arithmetik,,arithmetisch,ADJ.,214,430,1,1.0
Hermetik,,hermetisch,ADJ.,54,701,1,1.0
Kosmetik,,kosmetisch,ADJ.,4453,1852,1,1.0
Mimik,,mimisch,ADJ.,2015,227,1,1.0
Harmonik,,harmonisch,ADJ.,216,9204,1,1.0
Musik,,musisch,ADJ.,110495,734,1,1.0
Aerodynamik,,aerodynamisch,ADJ.,695,839,1,1.0
Dynamik,,dynamisch,ADJ.,7859,14909,1,1.0
Dianetik,,dianetisch,ADJ.,124,0,0,
Genetik,,genetisch,ADJ.,1261,8837,1,1.0
Magnetik,,magnetisch,ADJ.,8,3784,1,1.0
Kinetik,,kinetisch,ADJ.,175,952,1,1.0
Phonetik,,phonetisch,ADJ.,269,475,1,1.0
Kybernetik,,kybernetisch,ADJ.,533,282,1,1.0
Physiognomik,,physiognomisch,ADJ.,51,82,1,1.0
Astronomik,,astronomisch,ADJ.,22,2423,1,1.0
Egozentrik,,egozentrisch,ADJ.,103,436,1,1.0
Exzentrik,,exzentrisch,ADJ.,62,943,1,1.0
Poetik,,poetisch,ADJ.,488,3664,1,1.0
Optik,,optisch,ADJ.,10475,23976,1,1.0
Mosaik,,mosaisch,ADJ.,1560,192,1,1.0
Diagnostik,,diagnostisch,ADJ.,5305,2606,1,1.0
Panik,,panisch,ADJ.,7855,2010,1,1.0
Empirik,,empirisch,ADJ.,8,7958,1,1.0
Grafik,,grafisch,ADJ.,24491,7100,1,1.0
Tragik,,tragisch,ADJ.,949,7072,1,1.0
Keramik,,keramisch,ADJ.,3053,911,1,1.0
Demokratik,,demokratisch,ADJ.,1,23128,1,1.0
Kritik,,kritisch,ADJ.,47714,38333,1,1.0
Chronik,,chronisch,ADJ.,4028,12406,1,1.0
Mechatronik,,mechatronisch,ADJ.,563,189,1,1.0
Elektronik,,elektronisch,ADJ.,7477,31614,1,1.0
Erotik,,erotisch,ADJ.,2862,4879,1,1.0
Sensorik,,sensorisch,ADJ.,658,1015,1,1.0
Botanik,,botanisch,ADJ.,838,3329,1,1.0
Statik,,statisch,ADJ.,1239,5841,1,1.0
Esoterik,,esoterisch,ADJ.,1672,1891,1,1.0
Rhythmik,,rhythmisch,ADJ.,531,2819,1,1.0
Motivik,,motivisch,ADJ.,42,184,1,1.0
Architektonik,,architektonisch,ADJ.,33,3941,1,1.0
Tektonik,,tektonisch,ADJ.,88,394,1,1.0
Photonik,,photonisch,ADJ.,158,86,1,1.0
Topik,,topisch,ADJ.,83,171,1,1.0
Kombinatorik,,kombinatorisch,ADJ.,95,155,1,1.0
Rhetorik,,rhetorisch,ADJ.,2542,2396,1,1.0
Aktorik,,aktorisch,ADJ.,37,3,1,1.0
Motorik,,motorisch,ADJ.,701,2355,1,1.0
Historik,,historisch,ADJ.,70,56550,1,1.0
Typik,,typisch,ADJ.,19,42828,1,1.0
Republik,,republisch,ADJ.,34275,0,0,
Rubrik,,rubrisch,ADJ.,15041,0,0,
Liturgik,,liturgisch,ADJ.,47,1744,1,1.0
Akustik,,akustisch,ADJ.,1801,6621,1,1.0
Galvanik,,galvanisch,ADJ.,69,538,1,1.0
Exotik,,exotisch,ADJ.,258,6123,1,1.0
Apokalyptik,,apokalyptisch,ADJ.,53,933,1,1.0
Kryptik,,kryptisch,ADJ.,9,736,1,1.0
Mystik,,mystisch,ADJ.,1419,3127,1,1.0
Pazifik,,pazifisch,ADJ.,1449,759,1,1.0
Spezifik,,spezifisch,ADJ.,150,17120,1,1.0
Mechanika,,mechaniisch,ADJ.,0,0,0,
Systematika,,systematiisch,ADJ.,0,0,0,
Kosmetika,,kosmetiisch,ADJ.,0,0,0,
Kritika,,kritiisch,ADJ.,0,0,0,
Allergika,,allergiisch,ADJ.,0,0,0,
Elektrika,,elektriisch,ADJ.,0,0,0,
Fabrik,,fabrisch,ADJ.,6168,0,0,
Musikfabrik,,musikfabrisch,ADJ.,31,0,0,
Seifenfabrik,,seifenfabrisch,ADJ.,28,0,0,
Projektfabrik,,projektfabrisch,ADJ.,19,0,0,
Beatnik,,beatnisch,ADJ.,72,0,0,
Batik,,batisch,ADJ.,97,0,0,
Biik,,biisch,ADJ.,5,7,0,
Scheik,,scheisch,ADJ.,32,0,0,
Schaschlik,,schaschlisch,ADJ.,63,0,0,
Replik,,replisch,ADJ.,852,0,0,
Bolschewik,,bolschewisch,ADJ.,402,0,0,
Ik,,isch,ADJ.,0,0,0,
Bionik,,bionisch,ADJ.,240,0,0,
istik,,istisch,ADJ.,0,0,0,
Kolik,,kolisch,ADJ.,665,0,0,
Lexik,,lexisch,ADJ.,87,0,0,
Pik,,pisch,ADJ.,217,0,0,
Trafik,,trafisch,ADJ.,137,0,0,
Apparatschik,,apparatschisch,ADJ.,47,0,0,
Arsenik,,arsenisch,ADJ.,59,0,0,
Speik,,speisch,ADJ.,8,0,0,
Generalstreik,,generalstreisch,ADJ.,708,0,0,
Hungerstreik,,hungerstreisch,ADJ.,713,0,0,
Streik,,streisch,ADJ.,4943,0,0,
Sputnik,,sputnisch,ADJ.,509,0,0,
