lemma,manual_lemma,unique_candidates,pos,lemma_freq,base_freq,true_lemma,true_base
Machiavellist,,Machiavellismus,NN,9,29,1,1.0
Maoist,,Maoismus,NN,229,36,1,1.0
Marxist,,Marxismus,NN,562,1167,1,1.0
Maschinist,,Maschine,NN,320,33542,1,1.0
Masochist,,Masochismus,NN,193,310,1,1.0
Militarist,,Militär,NN,135,9070,1,1.0
Monarchist,,Monarchie,NN,91,1834,1,1.0
Monotheist,,Monotheismus,NN,28,395,1,1.0
Morphist,,Morphismus,NN,0,1,1,1.0
Nazist,,Nazismus,NN,1,174,1,1.0
Nihilist,,Nihilismus,NN,118,273,1,1.0
Nudist,,Nudismus,NN,45,7,1,1.0
Oboist,,Oboe,NN,47,533,1,1.0
Obrist,,Obrismus,NN,156,0,0,
Oligopolist,,Oligopolismus,NN,12,0,0,
Optimist,,Optimismus,NN,1340,2594,1,1.0
Pantheist,,Pantheismus,NN,53,187,1,1.0
Papist,,Papst,NN,43,17118,1,1.0
Parodist,,Parodie,NN,50,1449,1,1.0
Pazifist,,Pazifismus,NN,567,377,1,1.0
Peronist,,Peronismus,NN,15,14,1,1.0
Pessimist,,Pessimismus,NN,894,586,1,1.0
Philatelist,,Philatelismus,NN,145,0,0,
Physiognomist,,Physiognomie,NN,4,216,1,1.0
Pietist,,Pietismus,NN,93,217,1,1.0
Polytheist,,Polytheismus,NN,47,129,1,1.0
Populist,,Populismus,NN,286,679,1,1.0
Posaunist,,Posaune,NN,213,1040,1,1.0
Prokurist,,Prokurismus,NN,491,0,0,
Protagonist,,Protagonismus,NN,6661,0,0,
Rassist,,Rasse,NN,949,16267,1,1.0
Regenerist,,Regenerismus,NN,11,0,0,
Reteleist,,Reteleismus,NN,1,0,0,
Rigorist,,Rigorismus,NN,2,54,1,1.0
Rotarmist,,Rotarmismus,NN,95,0,0,
Sadist,,Sadismus,NN,256,226,1,1.0
Sadomasochist,,Sadomasochismus,NN,40,100,1,1.0
Solipsist,,Solipsismus,NN,54,104,1,1.0
Solist,,Solo,NN,2560,4607,1,1.0
Sophist,,Sophismus,NN,172,25,1,1.0
Spartakist,,Spartakismus,NN,32,0,0,
Spiritualist,,Spiritualismus,NN,48,46,1,1.0
Stalinist,,Stalinismus,NN,115,494,1,1.0
Strukturalist,,Struktur,NN,20,38983,1,1.0
Syndikalist,,Syndikalismus,NN,40,42,1,1.0
Synergist,,Synergie,NN,14,1610,1,1.0
Theist,,Theismus,NN,93,119,1,1.0
Thomist,,Thomismus,NN,20,0,0,
Trappist,,Trappismus,NN,36,0,0,
Trotzkist,,Trotzkismus,NN,118,19,1,1.0
Utopist,,Utopie,NN,136,3080,1,1.0
Violinist,,Violine,NN,136,1665,1,1.0
Voluntarist,,Voluntarismus,NN,2,37,1,1.0
Zapatist,,Zapatismus,NN,92,29,1,1.0
Zentrist,,Zentrismus,NN,19,8,1,1.0
Daguerreotypist,,Daguerreotyp,NN,1,0,0,
Antitheist,,Antithe,NN,1,0,0,
Akademist,,Akadem,NN,3,0,0,
Aktivist,,Aktiv,NN,3130,1712,1,
Alchemist,,Alchem,NN,412,0,0,
Altruist,,Altru,NN,34,0,0,
Amerikanist,,Amerikan,NN,18,0,0,
Anabaptist,,Anabapt,NN,4,0,0,
Anästhesist,,Anästhes,NN,509,0,0,
Anglist,,Angl,NN,55,0,0,
Antagonist,,Antagon,NN,437,0,0,
Aorist,,Aor,NN,29,0,0,
Artillerist,,Artiller,NN,82,0,0,
Atheist,,Athe,NN,2680,0,0,
Autist,,Aut,NN,351,0,0,
Avantgardist,,Avantgard,NN,106,0,0,
Ballist,,Ball,NN,14,41080,1,
Baptist,,Bapt,NN,810,0,0,
Batist,,Bat,NN,20,0,0,
Bellizist,,Belliz,NN,23,0,0,
Bigamist,,Bigam,NN,26,0,0,
Biist,,Bi,NN,1,0,0,
Biologist,,Biolog,NN,3,24,1,
Bolschewist,,Bolschew,NN,99,0,0,
Bratschist,,Bratsch,NN,58,0,0,
Brigadist,,Brigad,NN,22,0,0,
Buddhist,,Buddh,NN,961,0,0,
Calvinist,,Calvin,NN,102,0,0,
Cellist,,Cell,NN,307,0,0,
Chartist,,Chart,NN,48,5434,1,
Chauvinist,,Chauvin,NN,56,0,0,
Chemist,,Chem,NN,17,0,0,
Dadaist,,Dada,NN,85,0,0,
Darwinist,,Darwin,NN,47,0,0,
Defaitist,,Defait,NN,2,0,0,
Determinist,,Determin,NN,30,7,1,
Drogist,,Drog,NN,99,0,0,
Eklektizist,,Eklektiz,NN,0,0,0,
Elektrologist,,Elektrolog,NN,1,0,0,
Empirist,,Empir,NN,25,0,0,
Experimentalist,,Experimental,NN,9,0,0,
Faschist,,Fasch,NN,1501,0,0,
Faunist,,Faun,NN,1,359,1,
Fauvist,,Fauv,NN,5,0,0,
Feminist,,Femin,NN,182,13,1,
Filialist,,Filial,NN,125,0,0,
Flötist,,Flöt,NN,169,0,0,
Folklorist,,Folklor,NN,3,0,0,
Galerist,,Galer,NN,382,0,0,
Gambist,,Gamb,NN,13,0,0,
Gardist,,Gard,NN,459,0,0,
Generalist,,General,NN,221,11574,1,
Girondist,,Girond,NN,23,0,0,
Grossist,,Gross,NN,88,0,0,
Harmonist,,Harmon,NN,14,0,0,
Havarist,,Havar,NN,50,0,0,
Hedonist,,Hedon,NN,69,0,0,
Immoralist,,Immoral,NN,13,6,1,
Infanterist,,Infanter,NN,274,0,0,
Infantrist,,Infantr,NN,16,0,0,
Instrumentalist,,Instrumental,NN,525,0,0,
Ionalist,,Ional,NN,0,0,0,
Jansenist,,Jansen,NN,12,0,0,
Judaist,,Juda,NN,18,0,0,
Jurist,,Jur,NN,6039,0,0,
Kabbalist,,Kabbal,NN,106,0,0,
Kalvinist,,Kalvin,NN,18,0,0,
Karrierist,,Karrier,NN,141,0,0,
Kavallerist,,Kavaller,NN,71,0,0,
Kemalist,,Kemal,NN,44,0,0,
Klarinettist,,Klarinett,NN,180,0,0,
Klassist,,Klass,NN,1,0,0,
Klimatist,,Klimat,NN,13,0,0,
Kolonialist,,Kolonial,NN,106,0,0,
Kolonist,,Kolon,NN,693,105,1,
Kolumnist,,Kolumn,NN,506,0,0,
Kommanditist,,Kommandit,NN,274,0,0,
Kommunist,,Kommun,NN,4293,0,0,
Konfessionalist,,Konfessional,NN,1,0,0,
Kopist,,Kop,NN,100,0,0,
Kulturalist,,Kultural,NN,3,0,0,
Laizist,,Laiz,NN,44,0,0,
Leninist,,Lenin,NN,14,0,0,
Librettist,,Librett,NN,121,0,0,
Ligist,,Lig,NN,120,0,0,
Linguist,,Lingu,NN,363,0,0,
Machiavellist,,Machiavell,NN,9,0,0,
Maoist,,Mao,NN,229,0,0,
Marxist,,Marx,NN,562,0,0,
Maschinist,,Maschin,NN,305,8,1,
Masochist,,Masoch,NN,193,0,0,
Militarist,,Militar,NN,96,0,0,
Monarchist,,Monarch,NN,91,958,1,
Monotheist,,Monothe,NN,28,0,0,
Morphist,,Morph,NN,0,0,0,
Nazist,,Naz,NN,1,0,0,
Nihilist,,Nihil,NN,118,0,0,
Nudist,,Nud,NN,45,0,0,
Oboist,,Obo,NN,47,0,0,
Obrist,,Obr,NN,156,0,0,
Oligopolist,,Oligopol,NN,12,129,1,
Optimist,,Optim,NN,1340,0,0,
Pantheist,,Panthe,NN,53,0,0,
Papist,,Pap,NN,43,0,0,
Parodist,,Parod,NN,50,0,0,
Pazifist,,Pazif,NN,567,0,0,
Peronist,,Peron,NN,15,0,0,
Pessimist,,Pessim,NN,894,0,0,
Philatelist,,Philatel,NN,145,0,0,
Physiognomist,,Physiognom,NN,4,9,1,
Pietist,,Piet,NN,93,0,0,
Polytheist,,Polythe,NN,47,0,0,
Populist,,Popul,NN,286,0,0,
Posaunist,,Posaun,NN,213,0,0,
Prokurist,,Prokur,NN,491,0,0,
Protagonist,,Protagon,NN,6661,0,0,
Rassist,,Rass,NN,949,0,0,
Regenerist,,Regener,NN,11,178,1,
Reteleist,,Retele,NN,1,0,0,
Rigorist,,Rigor,NN,2,0,0,
Rotarmist,,Rotarm,NN,95,0,0,
Sadist,,Sad,NN,256,0,0,
Sadomasochist,,Sadomasoch,NN,40,0,0,
Solipsist,,Solips,NN,54,0,0,
Solist,,Sol,NN,2560,2199,1,
Sophist,,Soph,NN,172,0,0,
Spartakist,,Spartak,NN,32,0,0,
Spiritualist,,Spiritual,NN,48,373,1,
Stalinist,,Stalin,NN,115,0,0,
Strukturalist,,Struktural,NN,20,0,0,
Syndikalist,,Syndikal,NN,40,0,0,
Synergist,,Synerg,NN,14,0,0,
Theist,,The,NN,93,0,0,
Thomist,,Thom,NN,20,0,0,
Trappist,,Trapp,NN,36,624,1,
Trotzkist,,Trotzk,NN,118,0,0,
Utopist,,Utop,NN,136,0,0,
Violinist,,Violin,NN,136,0,0,
Voluntarist,,Voluntar,NN,2,0,0,
Zapatist,,Zapat,NN,92,0,0,
Zentrist,,Zentr,NN,19,0,0,
Nonkonformist,,nonkonform,ADJ.,74,37,1,1.0
Komponist,,komponieren,VVINF,8937,607,1,1.0
Journalist,,Journal,NN,19426,4048,1,1.0
Spezialist,,Spezial,NN,11954,2488,1,1.0
Polizist,,Polizei,NN,13782,49067,1,1.0
Florist,,florieren,VVINF,326,55,1,1.0
Zionist,,zionistisch,ADJ.,657,899,1,1.0
Tourist,,Tour,NN,12195,38405,1,1.0
Unionist,,Union,NN,63,19750,1,1.0
Methodist,,methodisch,ADJ.,113,5086,1,1.0
Pianist,,Piano,NN,2785,1972,1,1.0
Terrorist,,Terror,NN,5532,6195,1,1.0
Zivilist,,zivil,ADJ.,2967,7121,1,1.0
Sozialist,,sozial,ADJ.,4344,102908,1,1.0
Egoist,,Ego,NN,637,3892,1,1.0
Opportunist,,opportun,ADJ.,283,281,1,1.0
Pensionist,,Pension,NN,146,8664,1,1.0
Chronist,,chronisch,ADJ.,988,12406,1,1.0
Finalist,,final,ADJ.,1081,9473,1,1.0
Moralist,,Moral,NN,248,8323,1,1.0
Kapitalist,,Kapital,NN,1606,14254,1,1.0
Hornist,,Horn,NN,99,4237,1,1.0
Okkultist,,okkult,ADJ.,122,700,1,1.0
Evolutionist,,Evolution,NN,66,7052,1,1.0
Islamist,,Islam,NN,1716,12935,1,1.0
Monopolist,,Monopol,NN,355,2155,1,1.0
Publizist,,publizieren,VVINF,1409,1100,1,1.0
Idealist,,Ideal,NN,643,6464,1,1.0
Gitarrist,,Gitarre,NN,4536,12702,1,1.0
Futurist,,Futur,NN,81,204,1,1.0
Extremist,,extrem,ADJ.,1106,54876,1,1.0
Fundamentalist,,fundamental,ADJ.,953,3824,1,1.0
Prosaist,,Prosa,NN,15,1793,1,1.0
Fetischist,,Fetisch,NN,130,812,1,1.0
Romanist,,Roman,NN,92,36677,1,1.0
Karnevalist,,Karneval,NN,367,4277,1,1.0
Expressionist,,Expression,NN,168,1107,1,1.0
Internist,,intern,ADJ.,925,23797,1,1.0
Professionist,,Profession,NN,23,1117,1,1.0
Humanist,,human,ADJ.,757,3726,1,1.0
Anarchist,,Anarchie,NN,997,1233,1,1.0
Organist,,organisch,ADJ.,1284,7791,1,1.0
Statist,,statisch,ADJ.,715,5816,1,1.0
Telefonist,,Telefon,NN,81,47323,1,1.0
Individualist,,individual,ADJ.,733,618,1,1.0
Illusionist,,Illusion,NN,133,6448,1,1.0
Nationalist,,national,ADJ.,1024,40036,1,1.0
Karikaturist,,Karikatur,NN,279,1887,1,1.0
Saxophonist,,Saxophon,NN,448,1311,1,1.0
Reservist,,reservieren,VVINF,723,1723,1,1.0
Morphinist,,Morphin,NN,15,293,1,1.0
Percussionist,,Percussion,NN,157,795,1,1.0
Saxofonist,,Saxofon,NN,134,209,1,1.0
Kriminalist,,Kriminal,NN,194,108,1,1.0
Germanist,,germanisch,ADJ.,640,2680,1,1.0
Lagerist,,Lager,NN,91,22538,1,1.0
Essayist,,Essay,NN,222,3485,1,1.0
Bassist,,Bass,NN,2186,8878,1,1.0
Adventist,,Advent,NN,385,4811,1,1.0
Realist,,real,ADJ.,818,25786,1,1.0
Kontorist,,Kontor,NN,6,478,1,1.0
Radikalist,,radikal,ADJ.,4,10687,1,1.0
Purist,,pur,ADJ.,370,16130,1,1.0
Evangelist,,evangelisch,ADJ.,1187,23002,1,1.0
Lokalist,,lokal,ADJ.,105,30111,1,1.0
Stylist,,stylisch,ADJ.,193,1627,1,1.0
Perfektionist,,Perfektion,NN,408,2766,1,1.0
Lobbyist,,Lobby,NN,1720,3448,1,1.0
Dualist,,dual,ADJ.,31,3849,1,1.0
Materialist,,Material,NN,264,57892,1,1.0
Cartoonist,,Cartoon,NN,141,1359,1,1.0
Perkussionist,,Perkussion,NN,94,214,1,1.0
Exhibitionist,,Exhibition,NN,111,291,1,1.0
Universalist,,universal,ADJ.,41,1817,1,1.0
Kabarettist,,Kabarett,NN,1237,1831,1,1.0
Aquarellist,,Aquarell,NN,16,1689,1,1.0
Traktorist,,Traktor,NN,34,2669,1,1.0
Propagandist,,Propaganda,NN,247,4238,1,1.0
Kreationist,,Kreation,NN,279,2254,1,1.0
Positivist,,positiv,ADJ.,48,84318,1,1.0
Humorist,,Humor,NN,182,12609,1,1.0
Traditionalist,,traditional,ADJ.,337,299,1,1.0
Ozeanist,,Ozean,NN,0,5309,1,1.0
Alpinist,,alpin,ADJ.,239,2691,1,1.0
Impressionist,,Impression,NN,191,2492,1,1.0
Rationalist,,rational,ADJ.,90,5072,1,1.0
Psalmist,,Psalm,NN,137,2414,1,1.0
Fagottist,,Fagott,NN,21,274,1,1.0
Kanonist,,Kanon,NN,25,1409,1,1.0
Naturalist,,natural,ADJ.,93,1500,1,1.0
Mobilist,,mobil,ADJ.,15,33968,1,1.0
Separatist,,separat,ADJ.,431,11522,1,1.0
Imperialist,,imperial,ADJ.,348,2279,1,1.0
Putschist,,Putsch,NN,259,1012,1,1.0
Modernist,,modern,ADJ.,117,82878,1,1.0
Kontrabassist,,Kontrabass,NN,134,981,1,1.0
Professionalist,,professional,ADJ.,1,252,1,1.0
Konstruktivist,,konstruktiv,ADJ.,97,10181,1,1.0
Internationalist,,international,ADJ.,76,115986,1,1.0
Kollektivist,,kollektiv,ADJ.,10,6303,1,1.0
Fatalist,,fatal,ADJ.,22,5158,1,1.0
Akkordeonist,,Akkordeon,NN,117,1471,1,1.0
Surrealist,,surreal,ADJ.,192,927,1,1.0
Satanist,,Satan,NN,488,3445,1,1.0
Manufakturist,,Manufaktur,NN,1,1179,1,1.0
Slawist,,slawisch,ADJ.,23,1153,1,1.0
Relativist,,relativ,ADJ.,29,62334,1,1.0
Konformist,,konform,ADJ.,36,1569,1,1.0
Arkanist,,arkan,ADJ.,1,201,1,1.0
Revisionist,,Revision,NN,216,8642,1,1.0
Existentialist,,existential,ADJ.,31,18,1,1.0
Ionist,,ionisch,ADJ.,0,527,1,1.0
Spiritist,,Spirit,NN,47,2725,1,1.0
Feuilletonist,,Feuilleton,NN,97,1027,1,1.0
Taoist,,Tao,NN,50,772,1,1.0
Polygamist,,polygam,ADJ.,8,64,1,1.0
Loyalist,,loyal,ADJ.,35,1309,1,1.0
Automobilist,,Automobil,NN,118,3390,1,1.0
Seminarist,,Seminar,NN,217,32383,1,1.0
Sexist,,Sex,NN,73,19530,1,1.0
Royalist,,royal,ADJ.,55,5433,1,1.0
Orientalist,,orientalisch,ADJ.,136,3059,1,1.0
Stilist,,Stil,NN,77,28496,1,1.0
Konzeptualist,,konzeptual,ADJ.,4,1,1,1.0
Legitimist,,legitim,ADJ.,7,4762,1,1.0
Liberalist,,liberal,ADJ.,9,6890,1,1.0
Personalist,,personal,ADJ.,15,2263,1,1.0
Reformist,,Reform,NN,65,13974,1,1.0
Arabist,,arabisch,ADJ.,32,12578,1,1.0
Exorzist,,exorzieren,VVINF,262,19,1,1.0
Sezessionist,,Sezession,NN,55,299,1,1.0
Elementarist,,elementar,ADJ.,18,5179,1,1.0
Pluralist,,plural,ADJ.,12,401,1,1.0
Siegerist,,Sieger,NN,10,14858,1,1.0
Sopranist,,Sopran,NN,9,1021,1,1.0
Ideologist,,ideologisch,ADJ.,0,5398,1,1.0
Altist,,Alt,NN,7,7834,1,1.0
Protektionist,,Protektion,NN,11,180,1,1.0
Hobbyist,,Hobby,NN,142,15713,1,1.0
Tenorist,,Tenor,NN,18,3350,1,1.0
Zentralist,,zentral,ADJ.,19,52527,1,1.0
Negativist,,negativ,ADJ.,5,42049,1,1.0
Dekonstruktivist,,dekonstruktiv,ADJ.,9,50,1,1.0
Symbolist,,Symbol,NN,35,18546,1,1.0
Alkoholist,,Alkohol,NN,0,18782,1,1.0
Atomist,,Atom,NN,13,5282,1,1.0
Hinduist,,Hindu,NN,33,955,1,1.0
Situationist,,Situation,NN,40,91820,1,1.0
Legalist,,legal,ADJ.,6,10275,1,1.0
Etatist,,Etat,NN,24,2024,1,1.0
Desillusionist,,Desillusion,NN,1,25,1,1.0
Technologist,,technologisch,ADJ.,1,5405,1,1.0
Alarmist,,Alarm,NN,43,4343,1,1.0
Amoralist,,amoralisch,ADJ.,1,115,1,1.0
Pantomimist,,pantomimisch,ADJ.,0,160,1,1.0
Chorist,,Chor,NN,79,13560,1,1.0
Aktionist,,Aktion,NN,38,73475,1,1.0
Porträtist,,Porträt,NN,43,4234,1,1.0
Expansionist,,Expansion,NN,171,2715,1,1.0
Exterminist,,exterminieren,VVINF,285,0,0,
Stabilist,,stabil,ADJ.,0,25064,1,1.0
Isolationist,,Isolation,NN,17,2555,1,1.0
Objektivist,,objektiv,ADJ.,11,13160,1,1.0
Revanchist,,revanchieren,VVINF,20,373,1,1.0
Prozessualist,,prozessual,ADJ.,2,637,1,1.0
Schamanist,,schamanisch,ADJ.,1,470,1,1.0
Phytologist,,phytologisch,ADJ.,2,1,1,1.0
Existenzialist,,existenzial,ADJ.,26,18,1,1.0
Regionalist,,regional,ADJ.,13,32728,1,1.0
Afrikanist,,afrikanisch,ADJ.,8,7970,1,1.0
Metrist,,metrisch,ADJ.,0,726,1,1.0
Progressist,,Progress,NN,11,623,1,1.0
Pragmatist,,pragmatisch,ADJ.,26,3078,1,1.0
Merkantilist,,merkantil,ADJ.,6,140,1,1.0
Abolitionist,,Abolition,NN,18,16,1,1.0
Funktionalist,,funktional,ADJ.,13,4540,1,1.0
Kantonist,,Kanton,NN,30,11587,1,1.0
Umweltaktivist,,umweltaktivisch,ADJ.,170,0,0,
Umweltaktivist,,umweltaktivistisch,ADJ.,170,1,1,
Umweltaktivist,,umweltaktivieren,VVINF,170,0,0,
Umweltaktivist,,Umweltaktiv,NN,179,0,0,
Interbrigadist,,interbrigad,ADJ.,9,0,0,
Interbrigadist,,interbrigadisch,ADJ.,9,0,0,
Interbrigadist,,interbrigadistisch,ADJ.,9,0,0,
Interbrigadist,,interbrigadieren,VVINF,9,0,0,
Proevolutionist,,proevolution,ADJ.,0,0,0,
Proevolutionist,,proevolutionisch,ADJ.,0,0,0,
Proevolutionist,,proevolutionistisch,ADJ.,0,0,0,
Proevolutionist,,proevolutionieren,VVINF,0,0,0,
Antifaschist,,antifasch,ADJ.,811,0,0,
Antifaschist,,antifaschisch,ADJ.,811,1,1,
Antifaschist,,antifaschistisch,ADJ.,811,2434,1,
Antifaschist,,antifaschieren,VVINF,811,0,0,
Neofaschist,,neofasch,ADJ.,123,0,0,
Neofaschist,,neofaschisch,ADJ.,123,0,0,
Neofaschist,,neofaschistisch,ADJ.,123,283,1,
Neofaschist,,neofaschieren,VVINF,1058,0,0,
Nichtfaschist,,nichtfasch,ADJ.,1,0,0,
Nichtfaschist,,nichtfaschisch,ADJ.,1,0,0,
Nichtfaschist,,nichtfaschistisch,ADJ.,21,2,1,
Nichtfaschist,,nichtfaschieren,VVINF,1,0,0,
Multiinstrumentalist,,multiinstrumental,ADJ.,125,9,1,
Multiinstrumentalist,,multiinstrumentalisch,ADJ.,125,0,0,
Multiinstrumentalist,,multiinstrumentalistisch,ADJ.,125,0,0,
Multiinstrumentalist,,multiinstrumentalieren,VVINF,125,0,0,
Antijudaist,,antijuda,ADJ.,3,0,0,
Antijudaist,,antijudaisch,ADJ.,3,3,1,
Antijudaist,,antijudaistisch,ADJ.,3,47,1,
Antijudaist,,antijudaieren,VVINF,3,0,0,
Nichtjurist,,nichtjur,ADJ.,87,0,0,
Nichtjurist,,nichtjurisch,ADJ.,87,0,0,
Nichtjurist,,nichtjuristisch,ADJ.,87,8,1,
Nichtjurist,,nichtjurieren,VVINF,87,0,0,
Nichtkarnevalist,,nichtkarneval,ADJ.,0,0,0,
Nichtkarnevalist,,nichtkarnevalisch,ADJ.,0,0,0,
Nichtkarnevalist,,nichtkarnevalistisch,ADJ.,125,1,1,
Nichtkarnevalist,,nichtkarnevalieren,VVINF,0,0,0,
Antikommunist,,antikommun,ADJ.,96,0,0,
Antikommunist,,antikommunisch,ADJ.,99,0,0,
Antikommunist,,antikommunistisch,ADJ.,183,373,1,
Antikommunist,,antikommunieren,VVINF,96,0,0,
Nichtkommunist,,nichtkommun,ADJ.,12,0,0,
Nichtkommunist,,nichtkommunisch,ADJ.,12,0,0,
Nichtkommunist,,nichtkommunistisch,ADJ.,12,38,1,
Nichtkommunist,,nichtkommunieren,VVINF,12,0,0,
Nonkonformist,,nonkonformisch,ADJ.,74,0,0,
Nonkonformist,,nonkonformistisch,ADJ.,74,43,1,
Nonkonformist,,nonkonformieren,VVINF,74,0,0,
Nonkonformist,,Nonkonform,NN,74,0,0,
Drittligist,,drittlig,ADJ.,311,0,0,
Drittligist,,drittligisch,ADJ.,311,0,0,
Drittligist,,drittligistisch,ADJ.,311,0,0,
Drittligist,,drittligieren,VVINF,419,0,0,
Erstligist,,erstlig,ADJ.,661,0,0,
Erstligist,,erstligisch,ADJ.,661,0,0,
Erstligist,,erstligistisch,ADJ.,661,0,0,
Erstligist,,erstligieren,VVINF,661,0,0,
Viertligist,,viertlig,ADJ.,58,0,0,
Viertligist,,viertligisch,ADJ.,58,0,0,
Viertligist,,viertligistisch,ADJ.,2250,0,0,
Viertligist,,viertligieren,VVINF,64,0,0,
Oberligist,,oberlig,ADJ.,165,0,0,
Oberligist,,oberligisch,ADJ.,165,0,0,
Oberligist,,oberligistisch,ADJ.,165,0,0,
Oberligist,,oberligieren,VVINF,180,0,0,
Sechstligist,,sechstlig,ADJ.,13,0,0,
Sechstligist,,sechstligisch,ADJ.,52,0,0,
Sechstligist,,sechstligistisch,ADJ.,13,0,0,
Sechstligist,,sechstligieren,VVINF,13,0,0,
Nichtlinguist,,nichtlingu,ADJ.,6,0,0,
Nichtlinguist,,nichtlinguisch,ADJ.,6,0,0,
Nichtlinguist,,nichtlinguistisch,ADJ.,6,3,1,
Nichtlinguist,,nichtlinguieren,VVINF,6,0,0,
Obermaschinist,,obermaschin,ADJ.,5,0,0,
Obermaschinist,,obermaschinisch,ADJ.,5,0,0,
Obermaschinist,,obermaschinistisch,ADJ.,5,0,0,
Obermaschinist,,obermaschinieren,VVINF,5,0,0,
Baumaschinist,,baumaschin,ADJ.,10,0,0,
Baumaschinist,,baumaschinisch,ADJ.,10,0,0,
Baumaschinist,,baumaschinistisch,ADJ.,10,0,0,
Baumaschinist,,baumaschinieren,VVINF,10,0,0,
Antimilitarist,,antimilitar,ADJ.,39,0,0,
Antimilitarist,,antimilitarisch,ADJ.,39,0,0,
