lemma,unique_candidates,pos,lemma_freq,base_freq
Korrespondenz,korrespondieren,VVINF,2030,103
Subsistenz,subsistieren,VVINF,61,0
Kadenz,kadieren,VVINF,457,0
Indifferenz,indifferieren,VVINF,175,0
Konkurenz,konkurieren,VVINF,686,0
Provenienz,proveniieren,VVINF,407,0
Nichtexistenz,nichtexistieren,VVINF,219,0
Reagenz,reagieren,VVINF,176,11607
Latenz,latieren,VVINF,427,0
Prävalenz,prävalieren,VVINF,374,0
Lenz,lieren,VVINF,440,0
Reminiszenz,reminiszieren,VVINF,442,0
Konvergenz,konvergieren,VVINF,731,35
Polenz,polieren,VVINF,36,571
Delinquenz,delinquieren,VVINF,111,0
Prominenz,prominieren,VVINF,1001,0
Eminenz,eminieren,VVINF,286,0
Kongruenz,kongruieren,VVINF,176,0
Assistenz,assistieren,VVINF,855,154
Evidenz,evidieren,VVINF,709,0
Solvenz,solvieren,VVINF,59,0
Valenz,valieren,VVINF,83,0
Lumineszenz,lumineszieren,VVINF,45,0
Kontingenz,kontingieren,VVINF,193,0
Akzidenz,akzidieren,VVINF,54,0
Intransparenz,intransparieren,VVINF,247,0
Äquivalenz,äquivalieren,VVINF,219,0
Niereninsuffizienz,niereninsuffiziieren,VVINF,290,0
Interdependenz,interdependieren,VVINF,144,0
Rekonvaleszenz,rekonvaleszieren,VVINF,126,0
Eloquenz,eloquieren,VVINF,121,0
Absenz,absieren,VVINF,116,0
Transzendenz,transzendieren,VVINF,551,94
Suffizienz,suffiziieren,VVINF,42,0
Benz,bieren,VVINF,0,0
Inzidenz,inzidieren,VVINF,391,0
Virulenz,virulieren,VVINF,84,0
Inkonsistenz,inkonsistieren,VVINF,220,0
Agenz,agieren,VVINF,1,3321
Reverenz,reverieren,VVINF,142,0
Emergenz,emergieren,VVINF,165,0
Pestilenz,pestilieren,VVINF,75,0
Antivalenz,antivalieren,VVINF,0,0
Jurisprudenz,jurisprudieren,VVINF,203,0
Impertinenz,impertinieren,VVINF,27,0
Telekonferenz,telekonferieren,VVINF,23,0
Phosphoreszenz,phosphoreszieren,VVINF,13,0
Präzedenz,präzedieren,VVINF,11,0
Krenz,krieren,VVINF,282,0
Koinzidenz,koinzidieren,VVINF,121,0
Omnipräsenz,omnipräsieren,VVINF,104,0
Sentenz,sentieren,VVINF,247,0
Energieeffizienz,energieeffiziieren,VVINF,3728,0
Impotenz,impotieren,VVINF,482,0
Stringenz,stringieren,VVINF,213,0
Opulenz,opulieren,VVINF,152,0
Persistenz,persistieren,VVINF,144,0
Reagenzien,reagenzieren,VVINF,0,0
Superintelligenz,superintelligieren,VVINF,46,0
Dependenz,dependieren,VVINF,21,0
Pressekonferenz,pressekonferieren,VVINF,5444,0
Polizeipräsenz,polizeipräsieren,VVINF,174,0
Permanenz,permanieren,VVINF,135,0
Indolenz,indolieren,VVINF,27,0
Dissidenz,dissidieren,VVINF,55,0
Nebenresidenz,nebenresidieren,VVINF,25,0
Unterlizenz,unterlizieren,VVINF,30,0
Urinkontinenz,urinkontinieren,VVINF,0,0
Renitenz,renitieren,VVINF,51,0
Immanenz,immanieren,VVINF,102,0
Koreferenz,koreferieren,VVINF,4,0
Violenz,violieren,VVINF,2,0
Ingredienz,ingrediieren,VVINF,118,0
Zeitdifferenz,zeitdifferieren,VVINF,127,0
Aufwärtstendenz,aufwärtstendieren,VVINF,31,0
Multifrequenz,multifrequieren,VVINF,1,0
Trittfrequenz,trittfrequieren,VVINF,132,0
Herzfrequenz,herzfrequieren,VVINF,742,0
Designkonferenz,designkonferieren,VVINF,5,0
Deszendenz,deszendieren,VVINF,17,0
Inkongruenz,inkongruieren,VVINF,55,0
Rennkonkurenz,rennkonkurieren,VVINF,0,0
Fortexistenz,fortexistieren,VVINF,46,8
Abwärtstendenz,abwärtstendieren,VVINF,12,0
Omnipotenz,omnipotieren,VVINF,68,0
Effizenz,effizieren,VVINF,14,0
Preisdifferenz,preisdifferieren,VVINF,309,0
Basiskompetenz,basiskompetieren,VVINF,150,0
Gegentendenz,gegentendieren,VVINF,18,0
Sozialkompetenz,sozialkompetieren,VVINF,703,0
Kondolenz,kondolieren,VVINF,101,8
Atemfrequenz,atemfrequieren,VVINF,135,0
Harninkontinenz,harninkontinieren,VVINF,164,0
Schwingungsfrequenz,schwingungsfrequieren,VVINF,114,0
Inkohärenz,inkohärieren,VVINF,24,0
Telefonkonferenz,telefonkonferieren,VVINF,289,0
Sachkompetenz,sachkompetieren,VVINF,260,0
Vorkorrespondenz,vorkorrespondieren,VVINF,0,0
Indisponenz,indisponieren,VVINF,1,0
Videosequenz,videosequieren,VVINF,2764,0
Konkrenz,konkrieren,VVINF,0,0
