lemma,unique_candidates,pos,lemma_freq,base_freq
Imperator,imperieren,VVINF,1102,0
Integrator,integrieren,VVINF,211,7128
Polarisator,polarisieren,VVINF,43,186
Inflator,inflieren,VVINF,10,0
Experimentator,experimentieren,VVINF,199,1474
Gladiator,gladiieren,VVINF,1016,0
Oszillator,oszillieren,VVINF,354,18
Analysator,analysieren,VVINF,138,4737
Akkumulator,akkumulieren,VVINF,328,63
Multivibrator,multivibrieren,VVINF,29,0
Tabulator,tabulieren,VVINF,192,0
Laudator,laudieren,VVINF,305,0
Supermoderator,supermoderieren,VVINF,24,0
Sensibilisator,sensibilisieren,VVINF,14,1376
Plagiator,plagiieren,VVINF,124,25
Restaurator,restaurieren,VVINF,544,709
Isator,isieren,VVINF,0,0
Artikulator,artikulieren,VVINF,30,777
Korrelator,korrelieren,VVINF,16,100
Mitinitiator,mitinitiieren,VVINF,200,0
Prokurator,prokurieren,VVINF,123,0
Kreator,kreieren,VVINF,249,1647
Rezitator,rezitieren,VVINF,139,165
Animator,animieren,VVINF,151,1270
Liquidator,liquidieren,VVINF,259,197
Querulator,querulieren,VVINF,15,3
Investigator,investigieren,VVINF,76,0
Radiator,radiieren,VVINF,293,0
Argumentator,argumentieren,VVINF,0,2118
Kompensator,kompensieren,VVINF,50,2540
Exsenator,exsenieren,VVINF,3,0
Portator,portieren,VVINF,1,293
Mitorganisator,mitorganisieren,VVINF,222,10
Imitator,imitieren,VVINF,104,474
Konzentrator,konzentrieren,VVINF,60,8841
Kontraindikator,kontraindikieren,VVINF,19,0
Kontraindikator,kontraindizieren,VVINF,19,0
Kommunikator,kommunikieren,VVINF,453,0
Kommunikator,kommunizieren,VVINF,453,4530
Separator,separieren,VVINF,118,170
Detonator,detonieren,VVINF,170,0
Schneidgranulator,schneidgranulieren,VVINF,0,0
Aggregator,aggregieren,VVINF,149,0
Konservator,konservieren,VVINF,92,425
Visitator,visitieren,VVINF,91,0
Iterator,iterieren,VVINF,50,0
Applikator,applikieren,VVINF,117,0
Applikator,applizieren,VVINF,117,73
Verteilmanipulator,verteilmanipulieren,VVINF,0,0
Determinator,determinieren,VVINF,3,26
Alternator,alternieren,VVINF,4,10
Qualifikator,qualifikieren,VVINF,4,0
Qualifikator,qualifizieren,VVINF,4,2801
Mitkommentator,mitkommentieren,VVINF,34,0
Inhalator,inhalieren,VVINF,79,186
Kombinator,kombinieren,VVINF,18,4141
Penetrator,penetrieren,VVINF,38,66
Ionisator,ionisieren,VVINF,51,0
Mitmoderator,mitmoderieren,VVINF,5,0
Improvisator,improvisieren,VVINF,65,596
Vorkommentator,vorkommentieren,VVINF,30,0
Migrator,migrieren,VVINF,10,0
Illuminator,illuminieren,VVINF,20,25
Informator,informieren,VVINF,46,24385
Regenerator,regenerieren,VVINF,113,848
Infiltrator,infiltrieren,VVINF,70,158
Mutator,mutieren,VVINF,20,455
Realisator,realisieren,VVINF,10,8784
Mitkonsekrator,mitkonsekrieren,VVINF,2,0
Destabilisator,destabilisieren,VVINF,1,0
Identifikator,identifikieren,VVINF,40,0
Identifikator,identifizieren,VVINF,40,6414
Replikator,replikieren,VVINF,289,0
Replikator,replizieren,VVINF,289,129
Granulator,granulieren,VVINF,7,0
Permutator,permutieren,VVINF,0,0
Kultivator,kultivieren,VVINF,21,393
Testator,testieren,VVINF,14,24
Deformator,deformieren,VVINF,22,39
Neutralisator,neutralisieren,VVINF,10,496
Zirkulator,zirkulieren,VVINF,3,228
Usurpator,usurpieren,VVINF,78,9
Negator,negieren,VVINF,13,237
Diskriminator,diskriminieren,VVINF,23,348
Triumphator,triumphieren,VVINF,36,199
Flugsimulator,flugsimulieren,VVINF,293,0
Deklamator,deklamieren,VVINF,6,22
Assoziator,assoziieren,VVINF,4,208
Donator,donieren,VVINF,33,0
Kolonisator,kolonisieren,VVINF,82,62
Dehydrator,dehydrieren,VVINF,18,0
Arbitrator,arbitrieren,VVINF,4,0
Kandidator,kandidieren,VVINF,2,755
Assimilator,assimilieren,VVINF,6,165
Maximator,maximieren,VVINF,4,392
Inspirator,inspirieren,VVINF,55,2833
Hellavator,hellavieren,VVINF,0,0
Rotator,rotieren,VVINF,55,485
Superadministrator,superadministrieren,VVINF,3,0
Rekombinator,rekombinieren,VVINF,4,0
Telekommunikator,telekommunikieren,VVINF,0,0
Telekommunikator,telekommunizieren,VVINF,0,0
Registrator,registrieren,VVINF,30,9818
Respirator,respirieren,VVINF,23,0
Variator,variieren,VVINF,40,1935
Kompilator,kompilieren,VVINF,18,0
Koinitiator,koinitiieren,VVINF,0,0
Devastator,devastieren,VVINF,18,0
Clipgenerator,clipgenerieren,VVINF,7,0
Kofigurator,kofigurieren,VVINF,0,0
Homogenisator,homogenisieren,VVINF,6,23
Quantifikator,quantifikieren,VVINF,3,0
Quantifikator,quantifizieren,VVINF,3,287
Zufallsgenerator,zufallsgenerieren,VVINF,385,0
Belademanipulator,belademanipulieren,VVINF,0,0
Totalisator,totalisieren,VVINF,25,0
Oberkonservator,oberkonservieren,VVINF,6,0
Relator,relieren,VVINF,2,0
Ejakulator,ejakulieren,VVINF,1,36
Demolator,demolieren,VVINF,0,89
Duplikator,duplikieren,VVINF,8,0
Duplikator,duplizieren,VVINF,8,0
Supraisolator,supraisolieren,VVINF,0,0
Taxator,taxieren,VVINF,15,67
Dekontaminator,dekontaminieren,VVINF,0,18
Kollaborator,kollaborieren,VVINF,4,31
Kommutator,kommutieren,VVINF,31,0
Konsekrator,konsekrieren,VVINF,0,0
Legitimator,legitimieren,VVINF,4,620
Akzelerator,akzelerieren,VVINF,2,0
Kooperator,kooperieren,VVINF,58,996
Hyperkondensator,hyperkondensieren,VVINF,0,0
Interpretator,interpretieren,VVINF,6,3225
Exterminator,exterminieren,VVINF,10,0
Synchronisator,synchronisieren,VVINF,10,899
Multiduplikator,multiduplikieren,VVINF,2,0
Multiduplikator,multiduplizieren,VVINF,2,0
Designator,designieren,VVINF,1,5
Superkommentator,superkommentieren,VVINF,0,0
Atomisator,atomisieren,VVINF,1,17
Eindikator,eindikieren,VVINF,0,0
Eindikator,eindizieren,VVINF,0,0
Demotivator,demotivieren,VVINF,4,0
Delegator,delegieren,VVINF,59,425
Gegenreformator,gegenreformieren,VVINF,0,0
Kommetator,kommetieren,VVINF,1,0
Supersenator,supersenieren,VVINF,1,0
Konfirmator,konfirmieren,VVINF,2,33
Plastinator,plastinieren,VVINF,17,0
Informisator,informisieren,VVINF,0,0
Netzwerkadministrator,netzwerkadministrieren,VVINF,106,0
Superkondensator,superkondensieren,VVINF,4,0
Eskalator,eskalieren,VVINF,0,497
Okkupator,okkupieren,VVINF,2,27
Supermotivator,supermotivieren,VVINF,0,0
Affirmator,affirmieren,VVINF,0,11
Finanzsenator,finanzsenieren,VVINF,226,0
Kopiermutator,kopiermutieren,VVINF,0,0
Degustator,degustieren,VVINF,2,0
Mobilisator,mobilisieren,VVINF,2,1552
Dominator,dominieren,VVINF,113,831
Observator,observieren,VVINF,12,58
Elektrolytkondensator,elektrolytkondensieren,VVINF,33,0
Manifestator,manifestieren,VVINF,0,632
Dialysator,dialysieren,VVINF,43,0
Teleoperator,teleoperieren,VVINF,0,0
Lokalisator,lokalisieren,VVINF,3,808
Schaummaximator,schaummaximieren,VVINF,0,0
Oberagitator,oberagitieren,VVINF,1,0
Oberkurator,oberkurieren,VVINF,2,0
